,Atha_Ws_root_GC_Rep1,Atha_Ws_root_GC_Rep2,Atha_Ws_root_GC_Rep3,Atha_Ws_root_FLT_Rep1,Atha_Ws_root_FLT_Rep2,Atha_Ws_root_FLT_Rep3,Atha_Ws_leaf_GC_Rep1,Atha_Ws_leaf_GC_Rep2,Atha_Ws_leaf_GC_Rep3,Atha_Ws_leaf_FLT_Rep1,Atha_Ws_leaf_FLT_Rep2,Atha_Ws_leaf_FLT_Rep3
AT3G09575,0,2,0,0,0,1,1,0,0,0,0,0
AT3G09580,63,62,71,1456,1418,1418,84,136,123,1282,1668,1308
AT3G09585,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09590,0,1,1,3,2,3,0,0,0,0,0,2
AT3G09595,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09600,389,336,425,2960,2131,1461,486,473,456,1308,1801,1789
AT3G09605,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09615,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09620,0,0,0,0,0,0,0,0,1,0,0,0
AT3G09625,0.89,0,0,0,0,0,0,0,0,0,0,0
AT3G09630,24898,20684,24598.5,16020,14360.46,15336,16824.5,19885.98,32142,13071,15291,11529
AT3G09635,0,0,0,0,0,0,0.63,0,0,0,0.01,0
AT3G09640,14,28,34,5,7,7,41,43,34,4,6,1
AT3G09645,0,0,0,0,0,3.66,0,0,0,0,0,1
AT3G09650,513,440,528,1597,1160,1452,387,518,563,800,1106,853
AT3G09655,0,0,0,0,0,0,0,4.43,0,1.93,0,1.76
AT3G09660,262,246,277,176,197,184,197,271,404,194,240,175
AT3G09665,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09670,584,517,534,575,516,540,420,551,806,580,603,495
AT3G09675,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09680,63,111,84,7,7,5,52,94,173,4,11,6
AT3G09685,0.75,1.37,0.07,0,0,0,0.76,0,2.66,0,0.87,0
AT3G09690,1663.15,1497.26,1630,633.02,658.88,747.85,1270.15,1334,1964.71,670.95,835.13,663.26
AT3G09695,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09700,290,246,296,154,201,184,210,225,416,187,174,154
AT3G09705,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09710,676,705,672,256,245,246,545,576,802,230,214,169
AT3G09720,861,697,954,489,460,606,571,734,1215,448,483,348
AT3G09725,0,1,2,1,1,1,0,2,3,3,1,0
AT3G09730,237,207,185,87,110,78,181,214,267,126,108,63
AT3G09735,803,763,806,433,551,547,770,793,1149,632,615,506
AT3G09740,3585,3449,3637,2212,2221,2462,3375,3445,4451,2360,2594,2234
AT3G09745,86.93,94.59,87.48,33.92,48.96,58.98,70.12,102.64,106.51,28.62,27.17,43.9
AT3G09750,0,2,0,0,0,0,0,0,0,0,0,0
AT3G09755,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09760,600,603,673,638,545,619,728,644,764,472,554,437
AT3G09765,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09770,1388,1468,1545,1097,1008,1194,1481,1728,2038,1124,1513,1428
AT3G09775,0,0,0,0,0,1,0,0,0,3,1,0
AT3G09780,200,177,199,122,199,180,191,245,248,214,255,186
AT3G09785,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09790,22,48,44,24,20,32,31,70,53,44,33,35
AT3G09795,3.6,7.27,3.76,0,2.52,1.22,2.31,1.21,3.58,0,2.19,3.5
AT3G09800,583,543,574,378,447,475,477,466,672,498,410,401
AT3G09810,2993,2859,3281,946,831,920,2499.57,2744,3941,886,1102,1010
AT3G09815,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09820,12037,11577,12458,6785,6413.67,6301,10453,11142,15915,6949,7019,5484
AT3G09825,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09830,673,655,680,750,506,648,559,681,888,652,813,915
AT3G09835,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09840,22523,21070,24248,16004,13967,16657.85,17896,21293,27565,12027,16002,12538
AT3G09845,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09850,2309,2141,2538,2390,1925,2372,2077,2499,3092,1498,2144,1757
AT3G09855,0,2,0,0,0,0,2,2,5,0,0,0
AT3G09860,1094,1217,1137,2742,3411,3226,1270,1109,1403,3683,2976,2501
AT3G09863,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09865,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09870,0,2,0,34,93,13,0,2,0,50,32,10
AT3G09875,404.02,335.54,466.3,12.88,0,22.91,379.56,365.06,204.86,37.74,19.8,88.23
AT3G09880,1014,834,1000,777,781,728,845,977,1128,657,894,736
AT3G09890,863,698,849,554,586,636,679,770,1186,535,556,448
AT3G09895,0,0,0,0,0,0,0,0.19,0,0,0.11,0
AT3G09900,846.46,938.03,1024.26,546,667.84,650,1055.12,1193,1415.46,761,729,654
AT3G09905,0,0.74,0,0,0,0,0,0,1.66,0,0,0
AT3G09910,275.54,400.97,314.74,46,58.16,62,329.88,301,357.54,57,50,48
AT3G09920,779,761,861,1716,1135,1200,706,821,975,934,1396,1222
AT3G09922,30,87,50,130,59,146,46,65,103,110,133,101
AT3G09925,1115,987,1184,3,0,1,999,756,1671,9,0,6
AT3G09930,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09935,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09940,3556,3438,3311,110,64,67,2753,2646,4234,112,139,250
AT3G09945,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09950,16,54,35,0,0,0,27,52,60,1,1,1
AT3G09955,0,1,0,0,0,0,0,0,0,0,1,3
AT3G09960,34,37,47,0,1,0,37,33,37,0,2,2
AT3G09965,34.01,20.54,0.01,0,7.25,0,1.39,1.63,42.2,4.1,0,9.3
AT3G09970,740,681,900,1386,1165,1145,675,734,1047,1281,1230,997
AT3G09980,1416,1460,1551,1387,1403,1525,1376,1475,1876,1433,1356,1084
AT3G09985,0,1,1,0,0,0,0,0,0,0,3,0
AT3G09990,1,0,0,0,0,0,2,0,4,0,0,0
AT3G09995,0,0,0,0.38,0,0,0,0,0,0,0,0.88
AT3G10000,0,0,2,43,42,56,0,0,0,43,34,17
AT3G10010,64,78,91,889,823,801,77,131,131,760,1023,926
AT3G10015,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10020,1222,1195,1308,941,1435,1409,1154,1499,1932,2262,3101,2438
AT3G10030,1276,1206,1359,903,827,956,1192,1259,1626,804,1069,882
AT3G10035,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10040,309,419,524,117,191,152,307,349,433,1081,1729,2087
AT3G10050,2295,2061,2543,2881,2146,2684,1876,2033,3154,2286,2744,2243
AT3G10060,122,119,174,3465,2854,2736,153,164,162,2053,2752,2089
AT3G10070,380,355,473,419,369,432,323,353,520,326,428,290
AT3G10080,474,548,611,382,491,451,1036,950,919,465,420,342
AT3G10090,327,301,316,202,228,196,228,277,435,303,204,180
AT3G10110,384.76,321.22,378.22,152.44,205.16,235.17,309.7,385.67,571.22,215.51,160.67,135.59
AT3G10113,0,3.11,3.36,0,0,5.42,0,0,0,0,2.41,0
AT3G10116,0,0,0,1,2,0,0,0,0,1,5,4
AT3G10120,172.31,218.56,184.45,0,23.37,0,218.05,285.85,340.45,9.45,0,0
AT3G10130,370.69,340.44,418.55,1742,1446.63,1850,418.95,514.15,465.55,1312.55,1625,1386
AT3G10140,629,610,627.47,675,685.42,807.12,556,680.49,804.77,625,745,612.58
AT3G10150,2,6,14,331,198,199,10,17,9,153,180,141
AT3G10160,885,955,1070,2563,2088,2136,886,990,1156,1896,2051,1556
AT3G10180,377,345,449,180,195,185,264,351,472,203,233,199
AT3G10185,1,0,0,70,17,11,1,2,3,26,23,19
AT3G10190,857,893,831,265,352,208,765,849,844,447,414,253
AT3G10195,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10200,52.21,43.24,68.33,55.12,52.2,37.2,48.11,75.11,85.34,54.1,50.1,29.05
AT3G10210,365.79,348.76,388.67,379.88,397.8,438.8,409.89,403.89,541.66,412.9,473.9,377.95
AT3G10220,1121,977.86,1184.89,597.15,694,671,952,1038,1462.88,789,726,567
AT3G10230,1126,1215.14,1147.11,5944.85,4148,4240,1410,1367,1576.12,3152,4306,3653
AT3G10240,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10250,992,1030,1070,319,328,382,1046,1033,1244,300,456,353
AT3G10260,797,882,923,538,669,686,886,808,980,706,626,567
AT3G10270,1141,1039,1301,2642,2192,2485,888,1119,1533,2013,2478,1832
AT3G10280,0,0,0.29,3.65,2.94,0,0,0,0,0,5.41,0
AT3G10290,38,26,42,40,36,29,26,47,51,42,45,33
AT3G10300,840,996,927,491,518,604,841,900,1144,636,623,613
AT3G10310,800,731,891,530,521,429,526,720,996,547,538,439
AT3G10320,383,397,376,36,14,32,369,348,406,19,30,83
AT3G10330,1248,1207,1402,817,875,886,1288,1290,1696,807,826,787
AT3G10340,3526,3855,3657,468,560,381,3490,2777,4445,272,353,257
AT3G10350,1016.65,1049.99,1002.58,2437.24,1867.61,2176.89,899.01,1047.37,1239.27,1977.07,2384.22,1972.32
AT3G10360,1820.35,1758.16,1941.42,1447.76,1182.39,1352.11,1707.99,1764.63,2239.73,1001.93,1567.78,1279.68
AT3G10370,1499,1459,1595,1076,1155,1414,1303,1429,1867,945,1271,944
AT3G10380,4532,4287,4884,3386,2666,3219,3721,4354,5377,2484,3505,2936
AT3G10390,1034,994,1150,950,855,809,882,960,1457,693,730,553
AT3G10400,127.87,119.09,150.81,0,0,0,135.51,141.35,172.4,0,0,0
AT3G10405,91.13,108.91,123.19,1159,1121,1195,158.49,122.65,140.6,1124,1268,1128
AT3G10410,6176,6030,6576,2617,2462,3066,5603,6439,8285,4234,3912,3078
AT3G10415,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10420,580,563,658,5520,2595,3378,612,608,699,2030,4436,3654
AT3G10430,38,30,43,0,0,1,43,51,30,0,1,2
AT3G10439,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10440,359,322,361,258,307,256,363,354,457,246,365,275
AT3G10450,290,315,470,1105,1101,1234,410,771,385,1483,1403,1192
AT3G10455,0,0,0,1,0,1,0,0,0,0,0,0
AT3G10460,0,0,0,0,0,2,0,0,0,0,0,0
AT3G10470,87,79,91,9,4,4,67,57,95,15,8,5
AT3G10480,799,814,985,852,751,1001,815,953,1268.65,677,822,637
AT3G10490,1385,1203,1555,1196,1011,1148,1337,1545,1975.35,1048,1288,1081
AT3G10500,1333,1379,1382,414,412,488,1381,1427,1786,424,662,711
AT3G10510,1,2,0,2,0,6,0,1,2,1,1,2
AT3G10520,231,228,298,1555,2096,2530,224,230,347,1858,1840,1541
AT3G10525,334,277,318,803,801,758,262,303,459,734,831,574
AT3G10527,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10530,1257,1057,1312,686,679,907,850,1073,1793,613,594,399
AT3G10540,1162,1059,1150,711,664,775,915,1130,1454,497,704,592
AT3G10550,1206,1126,1339,631,587,580,1094,1105,1333,485,708,611
AT3G10560,31,10,6,6,3,4,18,12,21,1,8,0
AT3G10570,5,14,16,206,236,212,8,9,9,179,195,132
AT3G10572,482,401,400,450,464,447,420,433,605,502,578,519
AT3G10580,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10585,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10590,1,1,1,4,1,0,4,2,4,2,1,0
AT3G10595,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10600,35,35,27,6,8,1,31,46,45,8,0,6
AT3G10605,0,0,1,1,2,3,1,0,2,1,1,0
AT3G10610,2149,1822,2189,1659,1392,1504,1511,1807,2966,1538,1436,995
AT3G10620,544,519.4,581.86,1057,1067,1097,540,537.96,762.85,1002.95,1055,817.91
AT3G10630,781,716.49,766.24,388.39,391,482,717.35,758.04,1055.15,408.05,418,378.09
AT3G10640,1134,1030,1149,614,634,590,1024,921,1211,607,649,800
AT3G10650,2715,2494,3088,2908,2008,2299,2198,2537,3643,1498,2286,1824
AT3G10660,1645,1502,1535,157,149,171,1228,1159,1974,136,185,151
AT3G10670,1182,1079,1276,4289,3444,4093,1125,1153,1558,3305,4142,3494
AT3G10680,26,34,27,12,5,10,27,21,35,7,8,14
AT3G10690,2064,1648,2184,2247,2166,2149,1353,1824,2882,2145,2335,1615
AT3G10700,729,633,705,654,561,690,638,751,912,596,728,682
AT3G10710,721,766,986,1,1,0,702,677,1181,3,1,3
AT3G10720,951,1003,971,2182,2727,2266,675,664,1311,1774,2997,3029
AT3G10730,734,624,697,496,585,601,586,671,941,489,581,468
AT3G10740,3649,3767,4137,1714,1905,1910,4281,4820,5005,1923,3172,3302
AT3G10745,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10750,4,5,6,6,4,4,12,12,31,4,6,4
AT3G10760,1306,1282,1301,1162,1157,1171,1356,1268,1565,895,1203,809
AT3G10770,1815,1710,1958,1441,1634,1678,1999,2022,2410,1310,1934,1734
AT3G10780,16,18,27,8,2,2,18,30,37,15,12,2
AT3G10790,5,5,0,0,0,0,2,5,3,0,0,0
AT3G10800,1680,1655,1775,1189,1309,1305,1491,1715,2162,908,1381,1183
AT3G10810,1709,1756,1842,1271,1286,1168,1754,1843,2437,1013,1340,1105
AT3G10815,125,202,91,43,60,53,103,115,129,45,105,112
AT3G10820,351,381,395,281,218,236,367,369,499,181,218,197
AT3G10840,65,61,76,1605,1152,1149,77,86,74,1168,1110,839
AT3G10845,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10850,2845,2556,2998,2818,3109,3747,2889,2824,3642,3415,3524,2916
AT3G10860,4813,5338,4834,2653,3438,3088,4567,4037,6860,3116,3015,2672
AT3G10870,101,94,98,370,520,465,89,138,134,707,516,464
AT3G10880,116,137,124,98,55,75,101,132,165,104,87,75
AT3G10890,2,0,2,0,0,0,0,0,0,0,0,0
AT3G10900,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10910,1077,1089,1135,31,30,48,1182,1012,1353,16,43,27
AT3G10915,1438,1459,1570,946,1125,1037,1703,1628,2059,1043,1061,904
AT3G10920,7354,7455,7815,5579,5665,6054,7099,6742,10558,5214,5637,4810
AT3G10930,359,1177,158,201,699,118,172,234,94,356,303,337
AT3G10940,442,434,464,1051,896,846,462,447,639,707,658,484
AT3G10950,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10960,982,955,878,243,200,239,900,826,1166,195,261,180
AT3G10970,615,501,666,4341,3245,4086,555,575,745,3363,4040,3112
AT3G10974,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10980,1430,1288,1413,1163,1027,1024,1235,1245,1582,775,1077,796
AT3G10985,2920,3033,2982,1436,2131,1863,3008,3041,3869,1462,2566,2972
AT3G10986,21,19,21,3,9,0,27,8,23,0,0,1
AT3G10990,0,0,0,0,0,0,0,0,0,0,0,0
AT3G11000,2,1,1,27,26,30,1,3,0,51,27,8
AT3G11010,0,1,5.04,1,0,0,0,0,0,1,1,3
AT3G11020,40.62,61.44,49.3,26.04,39.49,65,37.1,29.58,46.88,35.55,31.99,30.81
AT3G11030,1107.38,1047.56,1051.7,281.96,314.51,382,894.9,1002.42,1449.12,444.45,466.01,422.19
AT3G11040,482,368,516,183,250,235,469,599,645,302,267,288
AT3G11050,261,176,256,19,20,8,217,216,353,19,15,27
AT3G11060,0,0,0,0,1,0,0,0,0,0,0,0
AT3G11070,1530,1427,1593,1076,989,1178,1299,1468,2245,914,1169,1015
AT3G11080,164,137,157.96,67,18,69,125.98,97,171,72,103.98,133
AT3G11090,8,9,10,423,439,484,15,15,17,492,539,418
AT3G11100,776,758,840,474,488,496,877,888,1101,573,627,586
AT3G11110,0,0,1,405,303,332,1,5,3,220,290,233
AT3G11120,330,404,347,242,326,278,181,270,505,300,200,204
AT3G11130,18343.52,15585,19130,11132.48,8827,10116,13959.5,16245.02,21617.52,8134.92,12099.45,9915.93
AT3G11150,63,65,51,23,21,20,52,78,113,22,28,40
AT3G11160,0,1,0,1,5,3,0,2,0,0,5,4
AT3G11165,0,1,0,0,0,0,0,0,0,0,0,0
AT3G11170,1423,1390.87,1544,20768,13525,15332,1498,1696,1870,13978,17177.87,14176
AT3G11180,66,65,66,0,0,0,77,68,72,0,0,0
AT3G11200,2942,2671,3102,1818,1786,1807,2635,2706,3691,1791,1848,1616
AT3G11210,260,230,239,953,1120,915,328,266,403,966,1122,962
AT3G11220,264,216,249,188,131,129,185,243,315,123,145,138
AT3G11230,175,237,215,205,188,220,216,210,317,274,234,226
AT3G11240,199,203,207,101,102,143,215,278,279,112,132,105
AT3G11250,3357,2920,3119,1810,1924,1992,2512,2690,4444,2192,1944,1341
AT3G11260,35,40,42,9,5,6,40,32,62,7,1,2
AT3G11270,545,502,667,308,283,378,547,581,792,296,335,262
AT3G11280,2544,2476,2823,1564,1524,1495,3278,2670,3263,1604,1797,1744
AT3G11285,0,0,0,0,0,0,0,0,0,0,0,0
AT3G11290,857,776,856,873,863,919,749,760,1059,773,981,683
AT3G11300,0,0,0,0,0,0,0,0,0,0,0,0
AT3G11310,0,0,0,0,0,0,0,0,0,0,0,0
AT3G11320,2266,2087,2187,414,440,498,1798,1820,2734,477,513,363
AT3G11325,1,2,1,0,0,0,0,2,1,0,0,0
AT3G11330,1719,1576,1788,725,701,796,1405,1461,2113,751,848,834
AT3G11340,1084,1155,1274,38,52,14,1053,1031,1501,79,188,396
AT3G11350,0,0,0,0,0,0,0,0,0,0,0,0
AT3G11370,0,0,0,0,0,0,0,0,0,0,0,0
AT3G11380,5,0,0,0,0,0,0,1,0,0,0,0
AT3G11385,206,195,247,3,0,0,135,179,302,0,0,0
AT3G11390,82,88,139,15,18,25,67,70,145,17,33,8
AT3G11395,0,0,0,0,0,0,0,0,0,0,0,0
AT3G11397,704,777,821,676,553,570,760,790,1002,658,636,501
AT3G11400,4561,4227,4520,3346,3450,3565,3692,4073,6060,3520,3669,2899
AT3G11402,48,60,78,86,68,62,29,72,102,72,116,83
AT3G11405,0,0,0,0,0,0,0,0,3,0,0,0
AT3G11410,2361,2924,2354,766,916,857,2216,2494,2469,713,1065,1115
AT3G11415,1,3,0,0,1,3,3,6,0,0,1,1
AT3G11420,1165,1177,1085,405,405,379,1133,1191,1471,352,412,462
AT3G11430,1136,1042,1076,1,1,6,949,825,1416,3,2,4
AT3G11435,0,0,0,0,0,0,0,0,0,0,0,0
AT3G11440,174,208,212,127,152,171,226,185,295,133,168,154
AT3G11450,3613,3413,4097,2431,2500,2706,3531,3914,5306,2066,3026,2748
AT3G11460,114,82,104,60,64,89,65,75,157,97,110,86
AT3G11470,166,131,171,418,279,280,143,166,223,279,293,227
AT3G11480,0,0,0,12,0,6,0,0,0,1,0,0
AT3G11490,1058,1009,1206,1030,771,750,979,992,1284,620,686,486
AT3G11500,501,484,532,381,436,410,432,495,608,402,353,360
AT3G11505,0,0,0,0,0,0,0,0,0,0,0,0
AT3G11510,11745,9929,11519,8716,8746,8686,9878,9705,15284,9666,8288,6615
AT3G11520,935,850,902,322,363,267,694,811,1188,436,316,276
AT3G11530,664,678,605,448,491,509,639,671,803,491,524,465
AT3G11540,2564,2371,2715,1478,1487,1570,2446,2624,3211,1432,1951,1546
AT3G11550,1197,1240,1322,1,2,1,815,769,1302,3,0,4
AT3G11560,3565.54,3530,3940.23,6965.08,6050.16,7078.66,3440.42,3632.66,4418.37,5367.97,7097,5524
AT3G11570,51.24,56.29,52.19,19.92,7.84,10.34,47.58,45.48,99.3,8.58,30,8
AT3G11580,243,324,230,76,79,63,164,159,194,109,160,160
AT3G11590,1953,2007,2134,1410.66,1633,1443,1933,2030,2724,1240.34,1472,1299
AT3G11591,2,2,4,3.34,0,2,12,4,4,12.66,0,1
AT3G11600,379,483,535,111,141,131,472,476,553,155,154,131
AT3G11620,706,664,690,504,522,403,693,569,788,483,535,441
AT3G11630,3493,3318,3756,32503,28111.95,28998,3215,3539,4853,25254,30075,24549
AT3G11640,35,48,34,10,10,12,36,40,57,18,11,26
AT3G11650,379,496,324,245,487,263,349,404,536,291,375,389
AT3G11660,1173,1180,1252,1599,1169,1436,1274,1228,1660,1192,1768,1427
AT3G11670,747,802,765,3844,2563,2916,625,796,876,1557,2883,2278
AT3G11680,0,2,0,13,10,23,0,0,1,4,15,3
AT3G11690,556,591,658,344,296,372,784,739,1001,213,258,194
AT3G11700,1896,2184,1946,4166,4904,4673,1737,1732,2511,3649,5430,4530
AT3G11710,7427,6106,7731,5988,5250,6232,5533,6972,9987,5758,6168,4827
AT3G11720,578,617,649,327,466,373,846,718,955,319,359,257
AT3G11730,1238,1321,1391,775,880,886,1296,1350,1882,957,856,702
AT3G11740,0,0,0,0,1,0,0,0,0,0,0,0
AT3G11745,61,70,69,93,112,90,78,63,78,108,122,85
AT3G11750,59,62,74,215,199,241,121,101,132,280,339,275
AT3G11760,560,554,573,619,691,614,523,602,798,679,1041,935
AT3G11770,905,927,961,547,501,529,896,889,1242,489,589,439
AT3G11773,5,0,1,3,11,8,10,4,3,13,18,18
AT3G11780,1560,1639,1784,1119,1401,1370,1562,1714,2167,1302,1708,1251
AT3G11800,2668,2591,2866,1062,1224,1354,2541,2665,3410,1320,1337,1199
AT3G11810,997.57,1075,1097,657,701.9,782.89,1103,1203.91,1304.91,742.89,935.87,824.14
AT3G11820,982,1052,951,1098,1499,1055,927,1017,1214,1093,1405,1643
AT3G11825,0,0,0,0,0,0,0,0,0,0,0,0
AT3G11830,10505,8630,10040,3984,4058,4333,7050,8639,12969,4256,4660,3625
AT3G11840,134,238,195,158,150,105,209,206,272,215,337,425
AT3G11850,510,447,515,237,290,336,466,511,669,287,386,318
AT3G11860,5,2,1,0,2,0,0,1,1,0,2,3
AT3G11870,1,0,1,3,3,2,2,1,0,5,13,8
AT3G11880,712,695,732,571,591,743,766,825,987,663,669,644
AT3G11890,506,532,558,429,420,406,487,528,673,337,426,353
AT3G11900,1040,1083,1105,1347,929,909,992,898,1111,597,1051,943
AT3G11910,5965,5136,6420,3864,3308,3834,4614,5673,7361,3468,4611,3777
AT3G11920,0,0,0,0,0,0,0,0,0,0,0,0
AT3G11930,3252,3157,3270,3586,2911,3297,4236,3157,4655,2832,3689,3386
AT3G11940,19548,17032,20117,13256,13796,13277,15631,17552,26381,13274,13720,10494
AT3G11945,822,800,940,4347,3047,2981,625,793,1022,2929,3892,3252
AT3G11950,551,506,540,289,293,333,501,461,729,234,290,231
AT3G11960,2195,2044,2509,1541,1335,1398,1902,2093,2770,1109,1490,1243
AT3G11964,4201,3301,4556,2718,2484,2605,2468,3594,5458,2057,2460,1949
AT3G11980,3,1,3,0,0,0,0,0,2,0,0,0
AT3G11990,0,0,0,0,0,0,0,0,0,0,0,0
AT3G12000,0,0,0,0,0,0,0,0,0,0,0,0
AT3G12010,2326,2008,2534,2401,1811,1877,1884,2248,2868,1457,1938,1584
AT3G12020,1094.53,1180.82,1270.04,1508.52,1397.71,1360.23,897.79,1009.44,1340.91,1158.33,1588.34,1396.44
AT3G12030,628.47,539.18,615.96,214.48,294.29,290.77,603.21,529.56,870.09,299.67,300.66,327.56
AT3G12040,293,276,336,168,158,207,301,287,382,218,273,247
AT3G12050,3627,3063,3674,5149,3786,4269,2334,2655,3920,2307,2581,2005
AT3G12060,80.06,67.92,70.67,21.16,32.21,40.74,65.83,57.53,90.55,55.43,37.9,16.85
AT3G12070,199.94,214.08,228.33,61.84,53.79,83.26,228.17,202.47,302.45,83.57,78.1,52.15
AT3G12080,740,699,858,3449,3058,3727,632,801,1064,3297,4437,3359
AT3G12090,1185,1180,1320,38,68,58,1339,1182,1470,46,81,85
AT3G12100,583,540,612,303,300,293,520,544,729,316,362,255
AT3G12110,1724,1437,1458,941,664,753,1205,1119,1585.05,527,634,425
AT3G12120,28308,28548,32296,16555,18869,21671,30781,31807,40485,17751,23190,17744
AT3G12130,1247,1137,1323,896,929,1007,1129,1154,1644,1056,1036,869
AT3G12140,1104,1025,1142,1026,957,989,996,1120,1518,778,1193,779
AT3G12145,223,261,230,766,1036,827,228,281,335,999,824,720
AT3G12150,696,653,769,555,511,507,592,642,851,447,920,849
AT3G12160,1,0,1,4,0,0,0,0,0,0,0,1
AT3G12170,42,30,47,26,32,28,35,33,63,45,30,22
AT3G12180,325,319,368,274,314,262,329,298,477,228,223,168
AT3G12190,0,0,0,0,0,0,0,0,0,0,0,0
AT3G12200,1522,1593,1814,1437,1483,1482,1757,1766,2000,1491,1754,1451
AT3G12203,3,1,1,8,15,7,3,0,0,20,7,7
AT3G12210,430,389.79,502,733,707,678,508,425,585,641,734,586
AT3G12220,99,79.21,107,46,49,45,81,74,164,105,111,110
AT3G12230,3,1,3,0,0,0,0,0,0,0,0,3
AT3G12240,209,182,211,0,0,0,152,144,241,4,0,3
AT3G12250,370,409,474,206,225,277,475,427,551,236,347,274
AT3G12260,4484,4221,4655,3376,3709,3994,4424,4101,5956,3965,3799,3143
AT3G12270,1299,1242,1489,734,791,956,1045,1300,1989,689,798,569
AT3G12280,2493,2116,2628,2405,2042,2393,1950,2439,3060,1849,2495,1873
AT3G12290,3245,3215,3324,3324,3606,4333,3254,3299,4334,3184,3713,3109
AT3G12300,505,514,525,582,690,585,574,495,661,539,638,566
AT3G12320,75,80,92,2013,2097,1677,98,84,32,399,1520,1059
AT3G12340,587,508,697,385,320,337,511,538,874,326,345,330
AT3G12345,232,243,271,5805,4961,4837,308,308,276,3921,5389,4008
AT3G12350,869,808,825,787,615,731,874,850,1072,680,905,714
AT3G12360,1672,1777,1817,1530,1605,1647,1792,1873,2415,1501,2232,2215
AT3G12370,915,816,945,589,570,792,821,908,1266,509,616,486
AT3G12380,774,757,827,734,634,677,718,740,1104,467,729,479
AT3G12385,0,0,0,0,0,0,0,0,0,0,0,0
AT3G12390,5176,4670,5666,3370,3611,3728,4455,4904,7295,3763,3760,2872
AT3G12400,1073,1122,1095,919,1115,978,1006,1060,1428,831,1090,994
AT3G12410,6,7,8,23,37,23,8,1,16,18,21,22
AT3G12420,0,0,0,0,0,0,0,0,0,0,0,0
AT3G12430,0,2,0,33,37,44,0,0,1,32,32,25
AT3G12440,0,0,0,2,4,1,0,0,0,7,2,1
AT3G12460,14,9,6,55,73,77,11,16,14,75,79,63
AT3G12470,0,0,0,2,0,4,0,0,0,6,3,3
AT3G12480,971,937,1116.92,883.81,842.95,1012.79,898.64,937.84,1383.56,681,992,797.64
AT3G12490,3680,3759,3968,1865,2330,2543,3962,4012,4853,2669,2381,1979
AT3G12500,1369.25,1804.2,1728.7,131,153.07,131,1504.91,1743.35,2167.09,447,509.66,927.87
AT3G12502,19.75,26.8,14.3,0,3.93,0,14.09,16.65,24.91,0,6.34,4.13
AT3G12510,57,19.77,28,23,30,17.44,41,33,65.78,17.67,23,10.11
AT3G12520,895,976,1070,792,682,812,942,1178,1251,628,533,527
AT3G12530,270,253,297,173,166,190,247,268,413,264,212,171
AT3G12540,343,314,353,0,0,0,298,258,431,2,2,0
AT3G12545,0,0,0,0,0,0,0,0,0,0,0,0
AT3G12550,548,531,608,332,333,425,455,583,733,360,368,289
AT3G12560,1562,1544,1655,1219,1031,1020,1436,1440,1991,1075,1290,883
AT3G12570,2150,2198,2376,1222,1263,1477,2101,2199,3030,1234,1516,1249
AT3G12580,5909,5279,7623,26905,12192,17018,3929,4232,4468,1640,2784,1541
AT3G12585,0,0,0,0,0,0,0,0,0,0,0,0
AT3G12587,197,206,204,77,99,110,171,188,232,94,105,96
AT3G12590,2107,1961,2312,1698,1345,1558,1607,1817,2552,977,1476,1155
AT3G12600,2236,2044,2190,901,966,959,1927,1946,2868,919,947,741
AT3G12610,5748,5042,6198,2185,3094,3837,5070,5973,6635,3692,3333,2397
